year_film,year_ceremony,ceremony,category,film,Best_Pic_Winner,imdb_title_id,genre,duration,country,language,writer,production_company,actors,description,first_director,Director,director_id,Dir_Cum_Films,Producer,count_of_film_nominations,nominated_for_best_director,best_directing_win,first_dir,best_directing_nomination_sum,best_directing_win_sum,prior_best_directing_nominations,prior_best_directing_wins,running_best_picture_nomination,Globes_Best_Dir_Winner,Globes_Best_Pic_Winner,bafta,cannes,DGA_Winner,Drama,Adventure,War,Musical,Sci-Fi,Thriller,Romance,Animation,Film-Noir,Horror,Mystery,Music,Action,Crime,Family,Fantasy,Sport,Biography,Comedy,History,Western
1970,1971,43,BEST PICTURE,MASH,FALSE,tt0066026,"Comedy, Drama, War",116,USA,"English, Japanese, Korean","Richard Hooker, Ring Lardner Jr.",Aspen Productions (I),"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman, Robert Duvall, Roger Bowen, Rene Auberjonois, David Arkin, Jo Ann Pflug, Gary Burghoff, Fred Williamson, Michael Murphy, Indus Arthur, Ken Prymus, Bobby Troup",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,Robert Altman,Robert Altman,nm0000265,43,No,5,1,FALSE,Robert Altman,1,0,0,0,1,FALSE,x,0,1,Nominee,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1970,1971,43,BEST PICTURE,PATTON,TRUE,tt0066206,"Biography, Drama, War",172,USA,"English, German, French, Russian, Arabic, Italian","Francis Ford Coppola, Edmund H. North",Twentieth Century Fox,"George C. Scott, Karl Malden, Stephen Young, Michael Strong, Carey Loftin, Albert Dumortier, Frank Latimore, Morgan Paull, Karl Michael Vogler, Bill Hickman, Pat Zurica, James Edwards, Lawrence Dobkin, David Bauer, John Barrie","The World War II phase of the career of the controversial American general,",Franklin J. Schaffner,Franklin J. Schaffner,nm0769874,17,No,10,1,TRUE,Franklin J. Schaffner,1,1,0,0,1,FALSE,FALSE,x,x,Winner,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1971,1972,44,BEST PICTURE,A CLOCKWORK ORANGE,FALSE,tt0066921,"Crime, Drama, Sci-Fi",136,"UK, USA",English,"Stanley Kubrick, Anthony Burgess",Warner Bros.,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke, John Clive, Adrienne Corri, Carl Duering, Paul Farrell, Clive Francis, Michael Gover, Miriam Karlin, James Marcus, Aubrey Morris, Godfrey Quigley, Sheila Raynor","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick,Stanley Kubrick,nm0000040,12,Yes,4,1,FALSE,Stanley Kubrick,3,0,2,0,2,FALSE,FALSE,x,x,Nominee,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1971,1972,44,BEST PICTURE,FIDDLER ON THE ROOF,FALSE,tt0067093,"Drama, Family, Musical",181,USA,"English, Hebrew, Russian","Sholom Aleichem, Arnold Perl",The Mirisch Production Company,"Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Ray Lovelock, Elaine Edwards, Candy Bonstein, Shimen Ruskin, Zvee Scooler, Louis Zorich","In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",Norman Jewison,Norman Jewison,nm0422484,27,Yes,8,1,FALSE,Norman Jewison,2,0,1,0,3,FALSE,TRUE,x,x,x,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1971,1972,44,BEST PICTURE,THE FRENCH CONNECTION,TRUE,tt0067116,"Action, Crime, Drama",104,USA,"English, French","Ernest Tidyman, Robin Moore",Philip D'Antoni Productions,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi, Frédéric de Pasquale, Bill Hickman, Ann Rebbot, Harold Gary, Arlene Farber, Eddie Egan, André Ernotte, Sonny Grosso, Benny Marino, Patrick McDermott",A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,William Friedkin,William Friedkin,nm0001243,10,No,8,1,TRUE,William Friedkin,1,1,0,0,1,TRUE,TRUE,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1971,1972,44,BEST PICTURE,THE LAST PICTURE SHOW,FALSE,tt0067328,Drama,118,USA,English,"Larry McMurtry, Peter Bogdanovich",Columbia Pictures,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson, Cloris Leachman, Ellen Burstyn, Eileen Brennan, Clu Gulager, Sam Bottoms, Sharon Ullrick, Randy Quaid, Joe Heathcock, Bill Thurman, Barc Doyle, Jessie Lee Fulton","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both culturally and economically.",Peter Bogdanovich,Peter Bogdanovich,nm0000953,5,Yes,8,1,FALSE,Peter Bogdanovich,1,0,0,0,1,FALSE,FALSE,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,1972,44,BEST PICTURE,NICHOLAS AND ALEXANDRA,FALSE,tt0067483,"Biography, Drama, History",183,UK,"English, French, German, Russian","Robert K. Massie, Edward Bond",Horizon Pictures (II),"Michael Jayston, Janet Suzman, Roderic Noble, Ania Marson, Lynne Frederick, Candace Glendenning, Fiona Fullerton, Harry Andrews, Irene Worth, Tom Baker, Jack Hawkins, Timothy West, Katherine Schofield, Jean-Claude Drouot, John Hallam","Czar Nicholas II (Michael Jayston), the inept last monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",Franklin J. Schaffner,Franklin J. Schaffner,nm0769874,18,No,6,0,0,Franklin J. Schaffner,1,1,1,1,2,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1972,1973,45,BEST PICTURE,CABARET,FALSE,tt0068327,"Drama, Musical",124,USA,"English, German, Hebrew, French","Joe Masteroff, John Van Druten",Allied Artists Pictures,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey, Fritz Wepper, Marisa Berenson, Elisabeth Neumann-Viertel, Helen Vita, Sigrid von Richthofen, Gerd Vespermann, Ralf Wolter, Georg Hartmann, Ricky Renée, Estrongo Nachama, Kathryn Doby",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Bob Fosse,Bob Fosse,nm0002080,3,No,10,1,TRUE,Bob Fosse,1,1,0,0,1,FALSE,TRUE,1,x,Winner,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1972,1973,45,BEST PICTURE,DELIVERANCE,FALSE,tt0068473,"Adventure, Drama, Thriller",109,USA,English,"James Dickey, James Dickey",Warner Bros.,"Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox, Ed Ramey, Billy Redden, Seamon Glass, Randall Deal, Bill McKinney, Herbert 'Cowboy' Coward, Lewis Crone, Ken Keener, Johnny Popwell, John Fowler, Kathy Rickman","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",John Boorman,John Boorman,nm0000958,12,Yes,3,1,FALSE,John Boorman,1,0,0,0,1,FALSE,FALSE,x,x,Nominee,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,1973,45,BEST PICTURE,UTVANDRARNA,FALSE,tt0067919,"Drama, History",191,Sweden,"Swedish, English","Bengt Forslund, Jan Troell",Svensk Filmindustri (SF),"Max von Sydow, Liv Ullmann, Eddie Axberg, Sven-Olof Bern, Aina Alfredsson, Allan Edwall, Monica Zetterlund, Pierre Lindstedt, Hans Alfredson, Ulla Smidje, Eva-Lena Zetterlund, Gustaf Fí¤ringborg, í…ke Fridell, Agneta Prytz, Halvar Björk","In the middle of the 19th century, Kristina and Karl-Oskar live in a small rural village in Smaaland (southern Sweden). They get married and try to make a living on a small spot of land. ...",Jan Troell,Jan Troell,nm0873296,11,No,5,1,FALSE,Jan Troell,1,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1972,1973,45,BEST PICTURE,THE GODFATHER,TRUE,tt0068646,"Crime, Drama",175,USA,"English, Italian, Latin","Mario Puzo, Francis Ford Coppola",Paramount Pictures,"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Diane Keaton, Abe Vigoda, Talia Shire, Gianni Russo, John Cazale, Rudy Bond",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,Francis Ford Coppola,Francis Ford Coppola,nm0000338,10,No,11,1,FALSE,Francis Ford Coppola,1,0,0,0,1,TRUE,TRUE,x,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1972,1973,45,BEST PICTURE,SOUNDER,FALSE,tt0069303,"Drama, Family",105,USA,English,"Lonne Elder III, William H. Armstrong",Radnitz/Mattel Productions,"Cicely Tyson, Paul Winfield, Kevin Hooks, Carmen Mathews, Taj Mahal, James Best, Eric Hooks, Yvonne Jarrell, Sylvia Kuumba Williams, Teddy Airhart, Richard Durham, Wendell Brumfield, Al Bankston, Myrl Sharkey, Inez Durham",The oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.,Martin Ritt,Martin Ritt,nm0728688,19,No,4,0,0,Martin Ritt,1,0,1,0,1,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1973,1974,46,BEST PICTURE,AMERICAN GRAFFITI,FALSE,tt0069704,"Comedy, Drama",110,USA,English,"George Lucas, Gloria Katz",Universal Pictures,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Cindy Williams, Candy Clark, Mackenzie Phillips, Wolfman Jack, Bo Hopkins, Manuel Padilla Jr., Beau Gentry, Harrison Ford, Jim Bohan, Jana Bellan, Deby Celiz",A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,George Lucas,George Lucas,nm0000184,12,Yes,5,1,FALSE,George Lucas,1,0,0,0,1,FALSE,TRUE,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1972,1974,46,BEST PICTURE,CRIES AND WHISPERS,FALSE,tt0069467,Drama,91,Sweden,"Swedish, German, Danish",Ingmar Bergman,Cinematograph AB,"Harriet Andersson, Kari Sylwan, Ingrid Thulin, Liv Ullmann, Anders Ek, Inga Gill, Erland Josephson, Henning Moritzen, Georg í…rlin, Miles Jonn-Dalton, Ingrid Sandell","When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",Ingmar Bergman,Ingmar Bergman,nm0000005,43,Yes,5,1,FALSE,Ingmar Bergman,1,0,0,0,1,x,x,x,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,1974,46,BEST PICTURE,THE EXORCIST,FALSE,tt0070047,Horror,122,USA,"English, Latin, Greek, French, German, Arabic, Kurdish","William Peter Blatty, William Peter Blatty",Warner Bros.,"Ellen Burstyn, Max von Sydow, Lee J. Cobb, Kitty Winn, Jack MacGowran, Jason Miller, Linda Blair, William O'Malley, Barton Heyman, Peter Masterson, Rudolf Schündler, Gina Petrushka, Robert Symonds, Arthur Storch, Thomas Bermingham","When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",William Friedkin,William Friedkin,nm0001243,11,No,10,1,FALSE,William Friedkin,2,1,1,1,2,TRUE,TRUE,x,x,x,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1973,1974,46,BEST PICTURE,THE STING,TRUE,tt0070735,"Comedy, Crime, Drama",129,USA,English,David S. Ward,Zanuck/Brown Productions,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston, Eileen Brennan, Harold Gould, John Heffernan, Dana Elcar, Jack Kehoe, Dimitra Arliss, Robert Earl Jones, James Sloyan, Charles Dierkop, Lee Paul",Two grifters team up to pull off the ultimate con.,George Roy Hill,George Roy Hill,nm0001351,11,No,10,1,TRUE,George Roy Hill,2,1,1,0,2,x,x,x,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1973,1974,46,BEST PICTURE,A TOUCH OF CLASS,FALSE,tt0070819,"Comedy, Romance",106,UK,"English, Spanish","Melvin Frank, Jack Rose",Brut Productions,"George Segal, Glenda Jackson, Paul Sorvino, K Callan, Cec Linder, Michael Elwyn, Mary Barclay, Nadim Sawalha, Ian Thompson, íˆve Karpf, David de Keyser, Gaye Brown, Carl Oatley, Rebecca De Los Reyes, Felipe Solano",Romantic comedy about a pair of clandestine lovers in a London-Spain tryst.,Melvin Frank,Melvin Frank,nm0291035,13,Yes,5,0,0,Melvin Frank,0,0,0,0,1,x,FALSE,x,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1974,1975,47,BEST PICTURE,CHINATOWN,FALSE,tt0071315,"Drama, Mystery, Thriller",130,USA,"English, Cantonese, Spanish",Robert Towne,Paramount Pictures,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman, Darrell Zwerling, Diane Ladd, Roy Jenson, Roman Polanski, Richard Bakalyan, Joe Mantell, Bruce Glover, Nandu Hinds, James O'Rear, James Hong","A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",Roman Polanski,Roman Polanski,nm0000591,19,No,11,1,FALSE,Roman Polanski,1,0,0,0,1,TRUE,TRUE,0,x,x,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1974,1975,47,BEST PICTURE,THE CONVERSATION,FALSE,tt0071360,"Drama, Mystery, Thriller",113,USA,English,Francis Ford Coppola,The Directors Company,"Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest, Cindy Williams, Michael Higgins, Elizabeth MacRae, Teri Garr, Harrison Ford, Mark Wheeler, Robert Shields, Phoebe Alexander","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that a couple, on whom he is spying, will be murdered.",Francis Ford Coppola,Francis Ford Coppola,nm0000338,12,Yes,3,0,0,Francis Ford Coppola,2,1,1,0,3,FALSE,FALSE,x,1,Winner,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1974,1975,47,BEST PICTURE,THE GODFATHER: PART II,TRUE,tt0071562,"Crime, Drama",202,USA,"English, Italian, Spanish, Latin, Sicilian","Francis Ford Coppola, Mario Puzo",Paramount Pictures,"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale, Talia Shire, Lee Strasberg, Michael V. Gazzo, G.D. Spradlin, Richard Bright, Gastone Moschin, Tom Rosqui, Bruno Kirby, Frank Sivero, Francesca De Sapio","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Francis Ford Coppola,Francis Ford Coppola,nm0000338,12,Yes,11,1,TRUE,Francis Ford Coppola,2,1,1,0,3,FALSE,x,x,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1974,1975,47,BEST PICTURE,LENNY,FALSE,tt0071746,"Biography, Drama",111,USA,English,"Julian Barry, Julian Barry",Marvin Worth Productions,"Dustin Hoffman, Valerie Perrine, Jan Miner, Stanley Beck, Frankie Man, Rashel Novikoff, Gary Morton, Guy Rennie, Michele Yonge, Kathryn Witt, Monroe Myers, John DiSanti, Mickey Gatlin, Martin Begley, Mark Harris",The story of acerbic 1960s comic,Bob Fosse,Bob Fosse,nm0002080,4,No,6,1,FALSE,Bob Fosse,2,1,1,1,2,FALSE,x,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1974,1975,47,BEST PICTURE,THE TOWERING INFERNO,FALSE,tt0072308,"Action, Drama, Thriller",165,USA,English,"Richard Martin Stern, Thomas N. Scortia",Twentieth Century Fox,"Steve McQueen, Paul Newman, William Holden, Faye Dunaway, Fred Astaire, Susan Blakely, Richard Chamberlain, Jennifer Jones, O.J. Simpson, Robert Vaughn, Robert Wagner, Susan Flannery, Sheila Allen, Norman Burton, Jack Collins","At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",John Guillermin,John Guillermin,nm0347086,33,No,8,0,0,John Guillermin,0,0,0,0,1,x,x,x,x,x,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1975,1976,48,BEST PICTURE,BARRY LYNDON,FALSE,tt0072684,"Adventure, Drama, History",185,"UK, USA","English, German, French","Stanley Kubrick, William Makepeace Thackeray",Peregrine,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger, Steven Berkoff, Gay Hamilton, Marie Kean, Diana Körner, Murray Melvin, Frank Middlemass, André Morell, Arthur O'Sullivan, Godfrey Quigley, Leonard Rossiter, Philip Stone",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Stanley Kubrick,Stanley Kubrick,nm0000040,13,Yes,7,1,FALSE,Stanley Kubrick,4,0,3,0,3,FALSE,FALSE,0,x,Nominee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1975,1976,48,BEST PICTURE,DOG DAY AFTERNOON,FALSE,tt0072890,"Biography, Crime, Drama",125,USA,English,"Frank Pierson, P.F. Kluge",Warner Bros.,"Penelope Allen, Sully Boyar, John Cazale, Beulah Garrick, Carol Kane, Sandra Kazan, Marcia Jean Kurtz, Amy Levitt, John Marriott, Estelle Omens, Al Pacino, Gary Springer, James Broderick, Charles Durning, Carmine Foresta","A man robs a bank to pay for his lover's operation, which turns into a hostage situation and a media circus.",Sidney Lumet,Sidney Lumet,nm0001486,44,No,6,1,FALSE,Sidney Lumet,2,0,1,0,2,FALSE,FALSE,0,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1975,1976,48,BEST PICTURE,JAWS,FALSE,tt0073195,"Adventure, Drama, Thriller",124,USA,English,"Peter Benchley, Carl Gottlieb",Zanuck/Brown Productions,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman, Chris Rebello, Jay Mello, Lee Fierro, Jeffrey Voorhees, Craig Kingsbury","When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",Steven Spielberg,Steven Spielberg,nm0000229,17,No,4,0,0,Steven Spielberg,0,0,0,0,1,FALSE,FALSE,0,x,Nominee,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,1976,48,BEST PICTURE,NASHVILLE,FALSE,tt0073440,"Comedy, Drama, Music",160,USA,English,Joan Tewkesbury,ABC Entertainment,"David Arkin, Barbara Baxley, Ned Beatty, Karen Black, Ronee Blakley, Timothy Brown, Keith Carradine, Geraldine Chaplin, Robert DoQui, Shelley Duvall, Allen Garfield, Henry Gibson, Scott Glenn, Jeff Goldblum, Barbara Harris","Over the course of a few hectic days, numerous interrelated people prepare for a political convention as secrets and lies are surfaced and revealed.",Robert Altman,Robert Altman,nm0000265,49,Yes,5,1,FALSE,Robert Altman,2,0,1,0,2,FALSE,FALSE,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1975,1976,48,BEST PICTURE,ONE FLEW OVER THE CUCKOO'S NEST,TRUE,tt0073486,Drama,133,USA,English,"Lawrence Hauben, Bo Goldman",Fantasy Films,"Jack Nicholson, Louise Fletcher, Will Sampson, Michael Berryman, Alonzo Brown, Peter Brocco, Scatman Crothers, Dean R. Brooks, Mwako Cumbuka, Danny DeVito, William Duell, Josip Elic, Lan Fendors, Nathan George, Ken Kenny","A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",Milos Forman,Milos Forman,nm0001232,11,No,9,1,TRUE,Milos Forman,1,1,0,0,1,TRUE,TRUE,x,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,1977,49,BEST PICTURE,ALL THE PRESIDENT'S MEN,FALSE,tt0074119,"Biography, Drama, History",138,USA,"English, Spanish","Carl Bernstein, Bob Woodward",Warner Bros.,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam, Hal Holbrook, Jason Robards, Jane Alexander, Meredith Baxter, Ned Beatty, Stephen Collins, Penny Fuller, John McMartin, Robert Walden, Frank Wills, F. Murray Abraham","""The Washington Post"" reporters",Alan J. Pakula,Alan J. Pakula,nm0001587,5,No,8,1,FALSE,Alan J. Pakula,1,0,0,0,1,FALSE,FALSE,0,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1976,1977,49,BEST PICTURE,BOUND FOR GLORY,FALSE,tt0074235,"Biography, Drama, Music",147,USA,English,"Robert Getchell, Woody Guthrie",Bound for Glory,"David Carradine, Ronny Cox, Melinda Dillon, Gail Strickland, John Lehne, Ji-Tu Cumbuka, Randy Quaid, Elizabeth Macey, Susan Vaill, Sarah Vaill, Alexandra Mock, Kimberly Mock, Miriam Byrd-Nethery, Jane Lambert, Jan Burrell",The early life of,Hal Ashby,Hal Ashby,nm0000797,5,No,6,0,0,Hal Ashby,0,0,0,0,1,FALSE,FALSE,x,x,x,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1976,1977,49,BEST PICTURE,NETWORK,FALSE,tt0074958,Drama,121,USA,English,Paddy Chayefsky,Metro-Goldwyn-Mayer (MGM),"Faye Dunaway, William Holden, Peter Finch, Robert Duvall, Wesley Addy, Ned Beatty, Arthur Burghardt, Bill Burrows, John Carpenter, Jordan Charney, Kathy Cronkite, Ed Crowley, Jerome Dempsey, Conchata Ferrell, Gene Gross",A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,Sidney Lumet,Sidney Lumet,nm0001486,45,No,10,1,FALSE,Sidney Lumet,3,0,2,0,3,TRUE,FALSE,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,1977,49,BEST PICTURE,ROCKY,TRUE,tt0075148,"Drama, Sport",120,USA,English,Sylvester Stallone,Chartoff-Winkler Productions,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin, Al Silvani, George Memmoli, Jodi Letizia, Diana Lewis, George O'Hanlon, Larry Carroll",A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,John G. Avildsen,John G. Avildsen,nm0000814,11,No,10,1,TRUE,John G. Avildsen,1,1,0,0,1,FALSE,TRUE,x,x,Winner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1976,1977,49,BEST PICTURE,TAXI DRIVER,FALSE,tt0075314,"Crime, Drama",114,USA,"English, Spanish",Paul Schrader,Columbia Pictures,"Diahnne Abbott, Robinson Frank Adu, Victor Argo, Gino Ardito, Garth Avery, Peter Boyle, Albert Brooks, Harry Cohn, Copper Cunningham, Robert De Niro, Brenda Dickson, Harry Fischler, Jodie Foster, Nat Grant, Leonard Harris","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Martin Scorsese,Martin Scorsese,nm0000217,12,No,4,0,0,Martin Scorsese,0,0,0,0,1,x,x,0,1,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,1978,50,BEST PICTURE,ANNIE HALL,TRUE,tt0075686,"Comedy, Romance",93,USA,"English, German","Woody Allen, Marshall Brickman",Jack Rollins & Charles H. Joffe Productions,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Shelley Duvall, Janet Margolin, Colleen Dewhurst, Christopher Walken, Donald Symington, Helen Ludlam, Mordecai Lawner, Joan Neuman, Jonathan Munk, Ruth Volner",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,Woody Allen,Woody Allen,nm0000095,8,No,5,1,TRUE,Woody Allen,1,1,0,0,1,FALSE,FALSE,1,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,1978,50,BEST PICTURE,THE GOODBYE GIRL,FALSE,tt0076095,"Comedy, Drama, Romance",111,USA,"English, Japanese",Neil Simon,Warner Bros.,"Richard Dreyfuss, Marsha Mason, Quinn Cummings, Paul Benedict, Barbara Rhoades, Theresa Merritt, Michael Shawn, Patricia Pearcy, Gene Castle, Daniel Levins, Marilyn Sokol, Anita Dangler, Victoria Boothby, Robert Costanzo, Pancho Gonzá lez","After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.",Herbert Ross,Herbert Ross,nm0006889,11,No,5,0,0,Herbert Ross,1,0,0,0,2,TRUE,TRUE,x,x,Nominee,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,1978,50,BEST PICTURE,JULIA,FALSE,tt0076245,Drama,117,USA,"English, French, German, Russian","Lillian Hellman, Alvin Sargent",Twentieth Century Fox,"Jane Fonda, Vanessa Redgrave, Jason Robards, Maximilian Schell, Hal Holbrook, Rosemary Murphy, Meryl Streep, Dora Doll, Elisabeth Mortensen, John Glover, Lisa Pelikan, Susan Jones, Cathleen Nesbitt, Maurice Denham, Mark Metcalf","At the behest of an old and dear friend, playwright",Fred Zinnemann,Fred Zinnemann,nm0003593,44,No,11,1,FALSE,Fred Zinnemann,7,2,6,2,6,FALSE,FALSE,x,x,Nominee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,1978,50,BEST PICTURE,STAR WARS,FALSE,tt0076759,"Action, Adventure, Fantasy",121,USA,English,George Lucas,Lucasfilm,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels, Kenny Baker, Peter Mayhew, David Prowse, Phil Brown, Shelagh Fraser, Jack Purvis, Alex McCrindle, Eddie Byrne, Drewe Henley","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",George Lucas,George Lucas,nm0000184,13,Yes,10,1,FALSE,George Lucas,2,0,1,0,2,FALSE,x,x,x,Nominee,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1977,1978,50,BEST PICTURE,THE TURNING POINT,FALSE,tt0076843,"Drama, Romance",119,USA,"English, French",Arthur Laurents,Hera Productions,"Anne Bancroft, Shirley MacLaine, Tom Skerritt, Mikhail Baryshnikov, Leslie Browne, Martha Scott, Antoinette Sibley, Alexandra Danilova, Starr Danias, Marshall Thompson, James Mitchell, Daniel Levins, Scott Douglas, Lisa Lucas, Phillip Saunders","When her daughter joins a ballet company, a former dancer is forced to confront her long-ago decision to give up the stage to have a family.",Herbert Ross,Herbert Ross,nm0006889,11,Yes,11,1,FALSE,Herbert Ross,1,0,0,0,2,TRUE,TRUE,x,x,Nominee,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
